#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-03-17T13:33:55 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ605204e729e7	
#INFO	-out.max=unlimited	
#INFO	queryParameters=7	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-order=I
#-source=J/A+A/616/A10/tablea1b
#

#RESOURCE=yCat_36160010
#Name: J/A+A/616/A10
#Title: 46 open clusters GaiaDR2 HR diagrams (Gaia Collaboration, 2018)
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	J_A_A_616_A10_tablea1b:
#Name: J/A+A/616/A10/tablea1b
#Title: Stars in 37 open clusters beyond 250pc
#Column	_RAJ2000	(F11.7)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000. (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F11.7)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000. (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	Source	(I22)	Source identifier in Gaia DR2 (source_id)	[ucd=meta.id]
#Column	Cluster	(A8)	Cluster identifier	[ucd=meta.id.parent]
#Column	RAdeg	(F9.5)	Right Ascension (ICRS), epoch 2015.5	[ucd=pos.eq.ra]
#Column	DEdeg	(F9.5)	Declination (ICRS), epoch 2015.5	[ucd=pos.eq.dec]
#Column	Gmag	(F6.3)	Gaia G mean magnitude	[ucd=phot.mag;em.opt]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	_RA	(F9.5)	Right Ascension (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Declination (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.dec;meta.main]
_RAJ2000|_DEJ2000|Source|Cluster|RAdeg|DEdeg|Gmag|Simbad|_RA|_DE
033.9238842|+59.0516917|    506848265976766592|Stock2  | 33.92403| 59.05163|18.284|Simbad|033.92388|+59.05169
033.2752603|+59.0552500|    506903756946180352|Stock2  | 33.27539| 59.05519|12.369|Simbad|033.27526|+59.05525
032.4943908|+57.3793708|    505152926422212992|Stock2  | 32.49451| 57.37931|19.948|Simbad|032.49439|+57.37937
029.9504439|+59.5689014|    507834149942011264|Stock2  | 29.95059| 59.56884|18.939|Simbad|029.95044|+59.56890
029.8255592|+59.7602208|    507841472869230592|Stock2  | 29.82570| 59.76017|17.082|Simbad|029.82556|+59.76022
030.1091236|+59.7355619|    507842812899032448|Stock2  | 30.10926| 59.73551|13.946|Simbad|030.10912|+59.73556
030.3833417|+59.8031222|    507833157812702464|Stock2  | 30.38349| 59.80306| 8.229|Simbad|030.38334|+59.80312
029.9375561|+59.5239044|    507833909423626752|Stock2  | 29.93768| 59.52385|19.494|Simbad|029.93756|+59.52390
029.8104089|+59.6919394|    507838960306387840|Stock2  | 29.81055| 59.69188|18.390|Simbad|029.81041|+59.69194
029.4104922|+59.6284750|    507861878251666176|Stock2  | 29.41064| 59.62842|19.169|Simbad|029.41049|+59.62847
029.9641497|+59.7920147|    507846901700715136|Stock2  | 29.96429| 59.79196|18.960|Simbad|029.96415|+59.79201
029.6938194|+59.7036528|    507839583083658112|Stock2  | 29.69396| 59.70360|17.348|Simbad|029.69382|+59.70365
029.9771175|+59.5613831|    507834081222500736|Stock2  | 29.97726| 59.56133|18.057|Simbad|029.97712|+59.56138
029.2180611|+59.6560261|    507864901908718208|Stock2  | 29.21820| 59.65597|18.781|Simbad|029.21806|+59.65603
030.3757725|+59.8443186|    507833565828262912|Stock2  | 30.37592| 59.84426|17.773|Simbad|030.37577|+59.84432
029.5569553|+59.6712722|    507863080847896704|Stock2  | 29.55709| 59.67122|19.564|Simbad|029.55696|+59.67127
029.5098328|+59.6330964|    507862531086148480|Stock2  | 29.50997| 59.63304|17.745|Simbad|029.50983|+59.63310
029.5998022|+58.6933317|    506269824077272704|Stock2  | 29.59994| 58.69328|16.998|Simbad|029.59980|+58.69333
030.2881842|+58.5135078|    505507450205238784|Stock2  | 30.28832| 58.51345|13.743|Simbad|030.28818|+58.51351
030.3586264|+58.3741619|    505497795119022080|Stock2  | 30.35876| 58.37411|16.357|Simbad|030.35863|+58.37416
033.0073258|+60.0509208|    507513333063222272|Stock2  | 33.00747| 60.05086|18.137|Simbad|033.00733|+60.05092
033.1744381|+60.4196467|    507543294754990336|Stock2  | 33.17458| 60.41958|12.396|Simbad|033.17444|+60.41965
034.3825514|+60.6875956|    507459701814633856|Stock2  | 34.38269| 60.68754|18.993|Simbad|034.38255|+60.68760
034.1824428|+60.7838536|    507464061201250176|Stock2  | 34.18258| 60.78379|19.330|Simbad|034.18244|+60.78385
032.7644300|+60.1310042|    507526217965200384|Stock2  | 32.76457| 60.13094|18.521|Simbad|032.76443|+60.13100
034.8522211|+60.6180792|    507467772052891904|Stock2  | 34.85236| 60.61802|19.203|Simbad|034.85222|+60.61808
033.3937867|+60.2238111|    507537251743139968|Stock2  | 33.39393| 60.22375|16.657|Simbad|033.39379|+60.22381
032.7552456|+59.9633042|    507507290050421120|Stock2  | 32.75538| 59.96325| 9.998|Simbad|032.75525|+59.96330
034.1497328|+60.4308417|    507450081088041344|Stock2  | 34.14987| 60.43078|19.925|Simbad|034.14973|+60.43084
033.0769519|+59.9464742|    507508664439948800|Stock2  | 33.07709| 59.94642|16.848|Simbad|033.07695|+59.94647
032.8827531|+60.1637639|    507527970311885312|Stock2  | 32.88290| 60.16370|17.392|Simbad|032.88275|+60.16376
033.3720097|+60.1259792|    507535190158867840|Stock2  | 33.37214| 60.12592|17.775|Simbad|033.37201|+60.12598
033.1552722|+59.9392692|    507508801878903168|Stock2  | 33.15541| 59.93921|12.599|Simbad|033.15527|+59.93927
032.4531411|+59.9917842|    507518594404339840|Stock2  | 32.45328| 59.99173|16.358|Simbad|032.45314|+59.99178
032.9338703|+59.8314117|    507502685845586560|Stock2  | 32.93400| 59.83135|18.481|Simbad|032.93387|+59.83141
032.7984650|+59.9809133|    507507702367267584|Stock2  | 32.79860| 59.98086| 7.773|Simbad|032.79846|+59.98091
033.3640083|+60.1495019|    507535430677031040|Stock2  | 33.36415| 60.14944|12.622|Simbad|033.36401|+60.14950
033.2852022|+60.5101617|    507549891825403392|Stock2  | 33.28533| 60.51010|19.359|Simbad|033.28520|+60.51016
032.5494031|+60.1957003|    507530444216070016|Stock2  | 32.54954| 60.19564|19.846|Simbad|032.54940|+60.19570
032.8819258|+60.0313686|    507513711020328960|Stock2  | 32.88206| 60.03131|18.042|Simbad|032.88193|+60.03137
032.5403358|+60.0153047|    507518834922489984|Stock2  | 32.54048| 60.01524|19.053|Simbad|032.54034|+60.01530
032.8783219|+59.8444008|    507501483251061632|Stock2  | 32.87845| 59.84434|19.291|Simbad|032.87832|+59.84440
032.7073278|+60.0040172|    507519350318564224|Stock2  | 32.70747| 60.00396|16.050|Simbad|032.70733|+60.00402
034.6033675|+60.6129839|    507469799276767744|Stock2  | 34.60351| 60.61292|18.263|Simbad|034.60337|+60.61298
032.6754606|+60.1023722|    507520995288019584|Stock2  | 32.67560| 60.10231|18.677|Simbad|032.67546|+60.10237
034.6987306|+60.8734700|    507490964876415360|Stock2  | 34.69886| 60.87341|19.889|Simbad|034.69873|+60.87347
032.5394556|+60.3264119|    507532334000294272|Stock2  | 32.53960| 60.32635|12.320|Simbad|032.53946|+60.32641
032.5669811|+59.9181339|    507517185655172736|Stock2  | 32.56712| 59.91808|12.645|Simbad|032.56698|+59.91813
032.9841219|+60.1903767|    507516738978323328|Stock2  | 32.98426| 60.19032|14.835|Simbad|032.98412|+60.19038
032.7222831|+59.8992408|    507505464685739264|Stock2  | 32.72242| 59.89918|19.284|Simbad|032.72228|+59.89924
033.4450400|+60.2483872|    507537629695092864|Stock2  | 33.44518| 60.24832|19.278|Simbad|033.44504|+60.24839
033.2533172|+59.9914406|    507510515567800960|Stock2  | 33.25346| 59.99138|17.933|Simbad|033.25332|+59.99144
032.8101164|+60.1272231|    507526394064840192|Stock2  | 32.81025| 60.12717|14.354|Simbad|032.81012|+60.12722
032.6895569|+60.0138317|    507519419038034688|Stock2  | 32.68970| 60.01377|16.498|Simbad|032.68956|+60.01383
035.1134325|+60.7516331|    507474059885083776|Stock2  | 35.11357| 60.75157|19.897|Simbad|035.11343|+60.75163
032.4754350|+60.0891878|    507523679645553024|Stock2  | 32.47557| 60.08913|16.945|Simbad|032.47543|+60.08919
034.0084964|+60.4085272|    507448637979235968|Stock2  | 34.00864| 60.40847|15.422|Simbad|034.00850|+60.40853
032.4412706|+60.1193875|    507523954523438464|Stock2  | 32.44141| 60.11933|11.504|Simbad|032.44127|+60.11939
034.0052275|+60.4044497|    507448637979236096|Stock2  | 34.00537| 60.40439|17.254|Simbad|034.00523|+60.40445
032.8027417|+60.0732897|    507514058918803328|Stock2  | 32.80288| 60.07323|10.080|Simbad|032.80274|+60.07329
033.1326594|+59.8864097|    507508213464685056|Stock2  | 33.13280| 59.88635|15.983|Simbad|033.13266|+59.88641
034.0739575|+60.4510608|    507450390325891328|Stock2  | 34.07409| 60.45100|16.799|Simbad|034.07396|+60.45106
032.6692703|+59.8904850|    507505331545378944|Stock2  | 32.66941| 59.89043|13.447|Simbad|032.66927|+59.89048
034.0166792|+60.4298608|    507451730355711488|Stock2  | 34.01682| 60.42980|13.217|Simbad|034.01668|+60.42986
032.7272653|+59.8875722|    507505468984331136|Stock2  | 32.72741| 59.88751|18.271|Simbad|032.72727|+59.88757
033.9192519|+60.4676631|    507452791204870016|Stock2  | 33.91939| 60.46760|19.063|Simbad|033.91925|+60.46766
033.9063269|+60.5369378|    507454616573442560|Stock2  | 33.90646| 60.53688|14.848|Simbad|033.90633|+60.53694
032.6237339|+59.8979892|    507505400264852992|Stock2  | 32.62387| 59.89793|17.852|Simbad|032.62373|+59.89799
033.1075736|+60.0602108|    507511791176063360|Stock2  | 33.10772| 60.06015|17.387|Simbad|033.10757|+60.06021
032.4368017|+59.9583539|    507518349586380160|Stock2  | 32.43694| 59.95830|19.440|Simbad|032.43680|+59.95835
033.0491117|+60.0922047|    507514879251486464|Stock2  | 33.04925| 60.09214|18.363|Simbad|033.04911|+60.09220
032.6304606|+59.9704406|    507517769766903296|Stock2  | 32.63059| 59.97039|19.534|Simbad|032.63046|+59.97044
033.0063631|+60.0358894|    507513165565619840|Stock2  | 33.00651| 60.03583|11.981|Simbad|033.00636|+60.03589
032.5113972|+60.0615381|    507520621628854144|Stock2  | 32.51153| 60.06148|13.332|Simbad|032.51140|+60.06154
035.1184778|+60.7515550|    507474064186322432|Stock2  | 35.11860| 60.75149|16.372|Simbad|035.11848|+60.75155
032.5569925|+60.3655489|    507533948906157952|Stock2  | 32.55713| 60.36549|12.692|Simbad|032.55699|+60.36555
032.8427147|+59.8976592|    507506087459613312|Stock2  | 32.84285| 59.89760|17.599|Simbad|032.84271|+59.89766
032.5496483|+59.9550894|    507517490593894016|Stock2  | 32.54977| 59.95503|19.538|Simbad|032.54965|+59.95509
033.1019886|+60.0759122|    507511958673708928|Stock2  | 33.10212| 60.07585|17.937|Simbad|033.10199|+60.07591
033.3167447|+60.3706189|    507548040700908416|Stock2  | 33.31689| 60.37056|12.091|Simbad|033.31674|+60.37062
032.9984425|+59.8452794|    507502097431224320|Stock2  | 32.99857| 59.84522|19.676|Simbad|032.99844|+59.84528
033.6314097|+60.3911461|    507545772958139904|Stock2  | 33.63155| 60.39109|16.141|Simbad|033.63141|+60.39115
033.1241608|+60.2250642|    507539480824302720|Stock2  | 33.12430| 60.22500|18.808|Simbad|033.12416|+60.22506
033.0803950|+59.8864631|    507502582766295808|Stock2  | 33.08053| 59.88641|15.363|Simbad|033.08039|+59.88646
033.1862631|+60.2505642|    507539931802727680|Stock2  | 33.18641| 60.25050|18.377|Simbad|033.18626|+60.25056
034.2882875|+60.6427061|    507459182116861056|Stock2  | 34.28843| 60.64264|19.562|Simbad|034.28829|+60.64271
034.8532281|+60.7360925|    507471796443608320|Stock2  | 34.85337| 60.73603|19.169|Simbad|034.85323|+60.73609
032.7372786|+59.8269178|    507504193375260544|Stock2  | 32.73742| 59.82686|18.766|Simbad|032.73728|+59.82692
034.3922114|+60.7409522|    507483375675333888|Stock2  | 34.39235| 60.74089|18.750|Simbad|034.39221|+60.74095
034.1678378|+60.4779792|    507450660902231936|Stock2  | 34.16798| 60.47792|17.919|Simbad|034.16784|+60.47798
032.5273133|+60.1513592|    507524431260227072|Stock2  | 32.52745| 60.15130|14.559|Simbad|032.52731|+60.15136
032.6518325|+60.0130553|    507519590836728704|Stock2  | 32.65197| 60.01300|10.909|Simbad|032.65183|+60.01306
033.2541425|+60.2214881|    507536697685483136|Stock2  | 33.25429| 60.22142|18.605|Simbad|033.25414|+60.22149
034.6156303|+60.6972606|    507470731291620864|Stock2  | 34.61577| 60.69720|19.092|Simbad|034.61563|+60.69726
032.7192739|+59.9372806|    507505881301167104|Stock2  | 32.71941| 59.93722|16.255|Simbad|032.71927|+59.93728
034.1629153|+60.4576661|    507450454742798592|Stock2  | 34.16306| 60.45760|19.938|Simbad|034.16292|+60.45767
032.3462719|+60.0360872|    507521858574443904|Stock2  | 32.34641| 60.03603|19.261|Simbad|032.34627|+60.03609
033.0442531|+60.1032039|    507514986631704704|Stock2  | 33.04438| 60.10315|11.471|Simbad|033.04425|+60.10320
033.1243253|+60.1361761|    507515463368020608|Stock2  | 33.12447| 60.13612|19.324|Simbad|033.12433|+60.13618
033.7287719|+60.4184483|    507546253994631808|Stock2  | 33.72891| 60.41839|17.235|Simbad|033.72877|+60.41845
032.9392006|+59.7635522|    507500211941050624|Stock2  | 32.93933| 59.76349|19.802|Simbad|032.93920|+59.76355
032.2735461|+60.0829058|    507522953793091200|Stock2  | 32.27369| 60.08285|18.413|Simbad|032.27355|+60.08291
034.3432714|+60.6728658|    507459560074887808|Stock2  | 34.34341| 60.67281|18.957|Simbad|034.34327|+60.67287
032.9447872|+59.7139844|    507499524749638656|Stock2  | 32.94492| 59.71393|16.209|Simbad|032.94479|+59.71398
034.7684497|+60.5322350|    507465714769993344|Stock2  | 34.76858| 60.53217|18.500|Simbad|034.76845|+60.53223
034.0464553|+60.6394308|    507461351082100352|Stock2  | 34.04659| 60.63937|19.225|Simbad|034.04646|+60.63943
032.4637386|+60.1862375|    507525328908984192|Stock2  | 32.46389| 60.18618|19.773|Simbad|032.46374|+60.18624
032.9864119|+60.2120769|    507516842057528448|Stock2  | 32.98656| 60.21202|14.985|Simbad|032.98641|+60.21208
034.8228908|+60.5466081|    507465920928419328|Stock2  | 34.82303| 60.54655|13.904|Simbad|034.82289|+60.54661
032.9133794|+59.7180711|    507499486091041408|Stock2  | 32.91351| 59.71801|17.415|Simbad|032.91338|+59.71807
032.4989361|+60.0807039|    507523606626435584|Stock2  | 32.49908| 60.08064|19.086|Simbad|032.49894|+60.08070
032.7734758|+60.0288442|    507508114684098816|Stock2  | 32.77361| 60.02879|15.437|Simbad|032.77348|+60.02884
034.7855342|+60.5056739|    507465332510525568|Stock2  | 34.78567| 60.50561|18.928|Simbad|034.78553|+60.50567
032.9883494|+59.7566792|    507500074505443840|Stock2  | 32.98849| 59.75662|15.567|Simbad|032.98835|+59.75668
034.7719972|+60.5771375|    507466195806317056|Stock2  | 34.77213| 60.57708|14.672|Simbad|034.77200|+60.57714
032.9721953|+59.8433922|    507502063071412352|Stock2  | 32.97233| 59.84333|13.262|Simbad|032.97220|+59.84339
033.1874756|+60.0599397|    507511653733226880|Stock2  | 33.18761| 60.05988|18.564|Simbad|033.18748|+60.05994
033.4482386|+60.5261722|    507550858199340416|Stock2  | 33.44838| 60.52611|17.766|Simbad|033.44824|+60.52617
034.6799453|+60.6889186|    507470486473103872|Stock2  | 34.68009| 60.68885|19.806|Simbad|034.67995|+60.68892
034.8771869|+60.8870303|    507479493024947200|Stock2  | 34.87732| 60.88697|15.360|Simbad|034.87719|+60.88703
032.3624139|+60.0571886|    507522270896143872|Stock2  | 32.36255| 60.05713|11.538|Simbad|032.36241|+60.05719
033.4874614|+60.2649069|    507537767139192576|Stock2  | 33.48760| 60.26485|16.855|Simbad|033.48746|+60.26491
033.1219028|+60.3482397|    507542641920401792|Stock2  | 33.12204| 60.34818|17.924|Simbad|033.12190|+60.34824
033.1743344|+60.1579686|    507536010492898432|Stock2  | 33.17447| 60.15790|19.914|Simbad|033.17433|+60.15797
032.6342172|+60.2878761|    507532716256637184|Stock2  | 32.63436| 60.28782|13.694|Simbad|032.63422|+60.28788
032.9007372|+59.9440600|    507506568492205696|Stock2  | 32.90087| 59.94400|19.309|Simbad|032.90074|+59.94406
032.6050058|+60.2751119|    507531204428152448|Stock2  | 32.60515| 60.27505|10.905|Simbad|032.60501|+60.27511
034.1883778|+60.6831181|    507462381866368000|Stock2  | 34.18852| 60.68305|15.539|Simbad|034.18838|+60.68312
032.8868547|+59.8293547|    507501242736529536|Stock2  | 32.88699| 59.82930|13.315|Simbad|032.88685|+59.82935
032.7073706|+60.0577919|    507520140592509440|Stock2  | 32.70751| 60.05773|14.919|Simbad|032.70737|+60.05779
032.5394489|+60.3249792|    507532338299505920|Stock2  | 32.53959| 60.32492|10.126|Simbad|032.53945|+60.32498
032.6656019|+60.0787428|    507520106232760320|Stock2  | 32.66574| 60.07868| 8.488|Simbad|032.66560|+60.07874
034.6151997|+60.5817719|    507469696197482112|Stock2  | 34.61533| 60.58171|19.473|Simbad|034.61520|+60.58177
031.7871242|+57.6384556|    505216418915208704|Stock2  | 31.78726| 57.63840|18.342|Simbad|031.78712|+57.63846
031.3639531|+57.9349197|    505243597468954880|Stock2  | 31.36410| 57.93486|19.011|Simbad|031.36395|+57.93492
031.7235078|+57.9512800|    505229926597072256|Stock2  | 31.72364| 57.95122|10.368|Simbad|031.72351|+57.95128
030.2627472|+59.2498183|    507792063564989568|Stock2  | 30.26289| 59.24976|13.039|Simbad|030.26275|+59.24982
033.3377372|+61.5536294|    507760246438800768|Stock2  | 33.33788| 61.55357|19.125|Simbad|033.33774|+61.55363
030.4882592|+59.6584719|    507826938700106624|Stock2  | 30.48840| 59.65842|13.791|Simbad|030.48826|+59.65847
030.5337019|+59.5855097|    507825770462345728|Stock2  | 30.53385| 59.58546|19.450|Simbad|030.53370|+59.58551
029.8794581|+59.1497161|    507787768597583488|Stock2  | 29.87960| 59.14966|18.319|Simbad|029.87946|+59.14972
030.0190383|+59.1741269|    507785118593912448|Stock2  | 30.01918| 59.17407|19.457|Simbad|030.01904|+59.17413
030.2338000|+59.2042739|    507790414289527936|Stock2  | 30.23394| 59.20422|19.155|Simbad|030.23380|+59.20427
030.3500803|+59.5545569|    507820268607651712|Stock2  | 30.35022| 59.55450|19.474|Simbad|030.35008|+59.55456
029.7086308|+59.6150350|    507815630043216512|Stock2  | 29.70878| 59.61498|18.402|Simbad|029.70863|+59.61503
033.7589742|+61.5158942|    507756982263668736|Stock2  | 33.75912| 61.51582|19.768|Simbad|033.75897|+61.51589
033.7581428|+61.5157089|    507756977970821632|Stock2  | 33.75828| 61.51564|19.327|Simbad|033.75814|+61.51571
030.0456272|+59.5017783|    507822020954049152|Stock2  | 30.04577| 59.50172|18.262|Simbad|030.04563|+59.50178
038.1688144|+58.9949219|    458995423985559424|Stock2  | 38.16894| 58.99486|18.511|Simbad|038.16881|+58.99492
037.1090922|+58.6083300|    459015872330342400|Stock2  | 37.10921| 58.60827|16.377|Simbad|037.10909|+58.60833
037.9924564|+58.6281842|    458981508290253312|Stock2  | 37.99258| 58.62812|19.742|Simbad|037.99246|+58.62818
036.4274869|+58.8398489|    458944094839048576|Stock2  | 36.42762| 58.83979|16.177|Simbad|036.42749|+58.83985
037.5076508|+58.7014078|    458976319968978304|Stock2  | 37.50777| 58.70134|17.907|Simbad|037.50765|+58.70141
037.5032447|+58.3341319|    458949867267864448|Stock2  | 37.50335| 58.33407|19.672|Simbad|037.50324|+58.33413
037.8260753|+58.8339428|    458998653800491008|Stock2  | 37.82620| 58.83388| 8.951|Simbad|037.82608|+58.83394
037.2282044|+58.5150081|    458967184581721344|Stock2  | 37.22833| 58.51495|15.487|Simbad|037.22820|+58.51501
037.5366275|+58.6431367|    458972682139718400|Stock2  | 37.53675| 58.64308| 8.646|Simbad|037.53663|+58.64314
037.4437283|+58.6551947|    458975770212061184|Stock2  | 37.44386| 58.65513| 9.965|Simbad|037.44373|+58.65519
037.8483947|+58.6223819|    458960862389706112|Stock2  | 37.84852| 58.62232|15.043|Simbad|037.84839|+58.62238
037.8126136|+58.8577483|    458999512794155392|Stock2  | 37.81275| 58.85768|19.400|Simbad|037.81261|+58.85775
037.9442889|+58.8740911|    459000169923514368|Stock2  | 37.94441| 58.87403|19.417|Simbad|037.94429|+58.87409
037.6151286|+58.2968061|    458946873674118144|Stock2  | 37.61525| 58.29674|19.384|Simbad|037.61513|+58.29681
036.5105417|+58.8706594|    458943819961133952|Stock2  | 36.51068| 58.87060|17.494|Simbad|036.51054|+58.87066
037.6446767|+58.5888647|    458971887566020864|Stock2  | 37.64479| 58.58880|19.476|Simbad|037.64468|+58.58886
037.0831389|+58.7544872|    459019067785944064|Stock2  | 37.08326| 58.75443|17.466|Simbad|037.08314|+58.75449
038.0300897|+58.9656258|    459006732640153728|Stock2  | 38.03021| 58.96556|13.120|Simbad|038.03009|+58.96563
036.0420953|+57.5623753|    458443262989173760|Stock2  | 36.04220| 57.56231|19.522|Simbad|036.04210|+57.56238
030.6541536|+60.4552747|    507981003463545088|Stock2  | 30.65430| 60.45522|18.011|Simbad|030.65415|+60.45527
031.0268656|+60.1717147|    507958124174025088|Stock2  | 31.02701| 60.17165|19.936|Simbad|031.02687|+60.17171
031.1058467|+60.2807125|    507960903020665216|Stock2  | 31.10600| 60.28064|19.974|Simbad|031.10585|+60.28071
030.5302317|+60.2193053|    507951355310967808|Stock2  | 30.53038| 60.21924|18.504|Simbad|030.53023|+60.21931
031.2578417|+60.3475333|    507967229510971648|Stock2  | 31.25798| 60.34748|11.524|Simbad|031.25784|+60.34753
029.6325108|+60.4750067|    508013718238102656|Stock2  | 29.63265| 60.47495|16.835|Simbad|029.63251|+60.47501
030.3961503|+60.5046778|    508027767067640448|Stock2  | 30.39630| 60.50462|18.463|Simbad|030.39615|+60.50468
030.6113978|+60.2075903|    507950595099152000|Stock2  | 30.61154| 60.20753|19.845|Simbad|030.61140|+60.20759
031.0530931|+60.3841831|    507970321880854016|Stock2  | 31.05324| 60.38413|19.391|Simbad|031.05309|+60.38418
029.4903119|+60.5128525|    508016668873334784|Stock2  | 29.49046| 60.51280|19.192|Simbad|029.49031|+60.51285
030.5123681|+60.5112683|    507982347795757440|Stock2  | 30.51251| 60.51121|14.960|Simbad|030.51237|+60.51127
031.3886900|+60.3447611|    507966301798030336|Stock2  | 31.38883| 60.34471|13.638|Simbad|031.38869|+60.34476
029.6923333|+60.7204972|    508025842925280000|Stock2  | 29.69249| 60.72044|19.866|Simbad|029.69233|+60.72050
030.9350469|+60.2359731|    507962002529583104|Stock2  | 30.93519| 60.23592|19.123|Simbad|030.93505|+60.23597
030.3613303|+60.2101186|    507952626613168128|Stock2  | 30.36146| 60.21005|19.516|Simbad|030.36133|+60.21012
030.1336914|+60.5694847|    508031825821594112|Stock2  | 30.13383| 60.56943|17.210|Simbad|030.13369|+60.56948
030.2096525|+60.3353808|    508001417451868416|Stock2  | 30.20980| 60.33532|17.791|Simbad|030.20965|+60.33538
030.9946867|+60.1264992|    507957948080453120|Stock2  | 30.99482| 60.12644|18.860|Simbad|030.99469|+60.12650
030.9144989|+60.4342881|    507977292610683392|Stock2  | 30.91464| 60.43423|11.217|Simbad|030.91450|+60.43429
030.9702572|+60.6798914|    507987428735408000|Stock2  | 30.97041| 60.67983|17.381|Simbad|030.97026|+60.67989
030.3230019|+60.3450767|    507955989573633920|Stock2  | 30.32315| 60.34502|18.528|Simbad|030.32300|+60.34508
031.2364442|+60.2521550|    507959945246503552|Stock2  | 31.23659| 60.25210|17.757|Simbad|031.23644|+60.25215
030.8545439|+60.4068975|    507977193835071104|Stock2  | 30.85469| 60.40684|17.042|Simbad|030.85454|+60.40690
030.7012281|+60.2606994|    507950977353541248|Stock2  | 30.70137| 60.26064|11.172|Simbad|030.70123|+60.26070
031.2175217|+60.3027692|    507966675452160896|Stock2  | 31.21767| 60.30271|17.403|Simbad|031.21752|+60.30277
